date,name,age,comments
2007-5-22,"Frank E. Maestrone,",84,"American diplomat, ambassador to Kuwait (1976–1979), infection. [150]"
2007-5-22,"Jef Planckaert,",73,Belgian cyclist. [151] [152] (French)
2007-5-22,"Pemba Doma Sherpa,",36,"Nepali mountaineer, two-time summiter of Mt. Everest, fall from Lhotse. [153]"
2007-5-22,"Art Stevens,",92,"American animation director, animator, and writer (The Fox and the Hound), heart attack. [154]"
2007-5-23,"Clyde Robert Bulla,",93,American children's author. [155]
2007-5-23,"Kei Kumai,",76,"Japanese film director, brain hemorrhage [156] [157]"
2007-5-23,"Tron Øgrim,",59,Norwegian author and politician. [158] (Norwegian)
2007-5-24,"Buddy Childers,",81,"American jazz trumpeter, cancer. [159]"
2007-5-24,"Les Harmer,",86,New Zealand cricket umpire. [160]
2007-5-24,"Bill Johnston,",85,"Australian cricketer, member of the 1948 Invincibles. [161]"
2007-5-24,"Philip Mayer Kaiser,",93,"American diplomat, ambassador to Senegal and Mauritania, Hungary, and Austria, pneumonia. [162]"
2007-5-24,"Norm Maleng,",68,"American prosecutor (King County, Washington), cardiac arrest. [163]"
2007-5-24,"Christopher Newton,",37,"American convicted murderer, execution by lethal injection. [164]"
2007-5-24,"Minako Oba,",77,Japanese author. [165] (Japanese)
2007-5-24,"David Renton, Baron Renton,",98,"British politician and aristocrat, oldest peer in the House of Lords. [166]"
2007-5-25,"Laurie Bartram,",49,"American actress and ballet dancer, pancreatic cancer. [168]"
2007-5-25,"Charles Nelson Reilly,",76,"American Tony-winning actor and Match Game panelist, complications from pneumonia. [169]"
2007-5-25,"Sun Yuanliang,",103,"Chinese-born General with the Kuomintang, exiled in Taiwan. [170]"
2007-5-25,"Bartholomew Ulufa'alu,",56,"Prime Minister of the Solomon Islands (1997–2000), after long illness. [171]"
2007-5-26,"James Beck,",77,"American art historian, founder of ArtWatch International, [172]."
2007-5-26,"Gene Gibson,",82,"American basketball player and coach (Texas Tech University), complications from surgery. [173]"
2007-5-26,"Marek Krejčí,",26,"Slovak footballer, car accident. [174]"
2007-5-26,"Phyllis Sellick,",95,British pianist. [175]
2007-5-26,"Aubrey Singer,",80,"British television executive, head of BBC Two (1974–1978). [176]"
2007-5-27,"Ron Archer,",73,"Australian Test cricketer, lung cancer. [178]"
2007-5-27,"Edward Behr,",81,British journalist and author. [179]
2007-5-27,"Sam Garrison, 65, American lawyer, defended President Richard Nixon in impeachment hearings in",1974,leukemia. [180]
2007-5-27,"Marquise Hill,",24,"American football player (New England Patriots), drowning. [181]"
2007-5-27,"Jack Kerr,",96,"New Zealand cricket player, Chairman and President of NZ Cricket. [182]"
2007-5-27,"Wiley Mayne,",90,"American politician, U.S. Representative from Iowa (1966–1974), cardiopulmonary incident. [183]"
2007-5-27,"Howard Porter,",58,"American basketball player (Bulls, Knicks, Pistons), injuries sustained from beating. [184]"
2007-5-27,"Izumi Sakai,",40,"Japanese singer (Zard), cerebral contusion. [185]"
2007-5-27,"Percy Sonn,",57,"South African cricket player, President of the International Cricket Council, complications after surgery. [186]"
2007-5-27,"Gretchen Wyler,",75,"American actress and animal rights activist, complications of breast cancer. [188]"
2007-5-27,"Ed Yost,",87,American inventor of the modern hot air balloon. [189].
2007-5-28,"Barbara Cox Anthony,",84,"American heiress, after long illness. [190]"
2007-5-28,"Harold C. Helgeson,",75,"American geochemist, lung cancer. [191]"
2007-5-28,"David Lane,",68,American white supremacist leader and author. [193]
2007-5-28,"John Macquarrie,",87,"British theologian, Lady Margaret Professor of Divinity at Oxford (1970–1986). [194]"
2007-5-28,"Toshikatsu Matsuoka,",62,"Japanese politician, Minister of Agriculture, suicide by hanging. [195]"
2007-5-28,"Parren Mitchell,",85,"American politician, U.S. Representative from Maryland (1971–1987), co-founder of Congressional Black Caucus, pneumonia. [196]"
2007-5-28,"Ethel Mutharika,",63,"First Lady of Malawi, cancer. [197]"
2007-5-29,"Dave Balon,",68,"Canadian ice hockey player, multiple sclerosis. [198]"
2007-5-29,"Tony Bastable,",62,"British television presenter (Magpie), DJ and independent producer, pneumonia. [199]"
2007-5-29,"Dame Lois Browne-Evans,",79,Bermudian politician. [200]
2007-5-29,"Donald Johanos,",79,American conductor. [201]
2007-5-29,"Norman Kaye,",80,"Australian actor and musician, Alzheimer's disease. [202]"
2007-5-29,"Posteal Laskey,",69,"American convicted murderer, commonly believed to be the serial killer called the ""Cincinnati Strangler."" [203]"
2007-5-29,"Tahir Mirza,",70,"Pakistani journalist and former editor of Dawn, lung cancer. [204]"
2007-5-29,"Folole Muliaga,",44,"Samoan–NZ teacher whose oxygen machine failed after power cut for unpaid account, heart and lung disease. [205]"
2007-5-29,"Michael Seaton,",84,British astronomer and physicist. [206]
2007-5-29,"Wallace Seawell,",90,"American photographer and filmmaker, age-related causes. [207]"
2007-5-30,"Mark Harris,",84,"American author (Bang the Drum Slowly), Alzheimer's disease. [209]"
2007-5-30,"Preston Martin,",83,"American banker, Deputy Chairman of the Federal Reserve Board (1982–1986), cancer. [210][211]"
2007-5-30,"William Morris Meredith, Jr.,",88,American poet and Pulitzer Prize winner. [212]
2007-5-30,"Yevgeni Mishakov,",66,Russian ice hockey player. [213]
2007-12-1,"Rassim al-Jumaili,",69,"Iraqi actor and comedian, kidney failure. [1]"
2007-12-1,"Jennifer Davidson,",38,"American executive, senior vice president of programming and scheduling for Cartoon Network. [2]"
2007-12-1,"Elisabeth Eybers,",92,South African-born poet. [3] (Afrikaans)
2007-12-1,"Tony Fall,",67,"British rally driver and Opel Motorsport Team director, heart attack. [4]"
2007-12-1,"Ken McGregor,",78,"Australian tennis player, stomach cancer. [5]"
2007-12-1,"Danny Newman,",88,"American publicist for the Lyric Opera of Chicago, pulmonary fibrosis. [6]"
2007-12-1,"Anton Rodgers,",74,British actor. [7]
2007-12-2,"Jennifer Alexander,",35,"Canadian-born American ballet dancer, car accident. [8]"
2007-12-2,"Robert O. Anderson,",90,American founder and former CEO of ARCO. [9]
2007-12-2,"Elizabeth Hardwick,",91,American co-founder of The New York Review of Books. [10]
2007-12-2,"David Maybury-Lewis,",78,British anthropologist. [11]
2007-12-2,"Eleonora Rossi Drago,",82,"Italian actress, cerebral haemorrhage. [12] (Italian)"
2007-12-2,"Les Shannon,",81,"English football player (Liverpool, Burnley) and manager (Bury, Blackpool). [13]"
2007-12-2,"Thomas F. Torrance,",94,British theologian. [14]
2007-12-3,"Art Arfons,",81,"American jet-car driver and drag racer, three-time world land speed record holder. [15]"
2007-12-3,"John Belgrave,",67,"New Zealand public servant, Chief Ombudsman (2003–2007), cancer. [16]"
2007-12-3,"Jaime Fuster,",66,"Puerto Rican politician and jurist, Resident Commissioner (1985–1992), heart attack. [17] (Spanish)"
2007-12-3,"Susumu Katsumata,",63,"Japanese manga artist and illustrator, melanoma. [18] (Japanese)"
2007-12-3,"James Kemsley,",59,"Australian cartoonist (Ginger Meggs), motor neurone disease. [19]"
2007-12-3,"Keshav Meshram,",70,"Indian writer and critic, lung cancer. [20]"
2007-12-3,"Lord Bloody Wog Rolo,",62,"Australian activist, renal cell carcinoma. [21]"
2007-12-4,"Chad ""Pimp C"" Butler,",33,"American rap artist (UGK), sleep apnea and accidental overdose. [22]"
2007-12-4,"Jake Gaudaur,",87,"Canadian Commissioner of the Canadian Football League (1968–1984), cancer. [23]"
2007-12-4,"Jay H. Gordon,",77,"American politician, Vermont Auditor of Accounts (1965–1969), smoke inhalation. [24]"
2007-12-4,"Stanley McArdle,",85,British admiral. [25]
2007-12-4,"Norval Morrisseau,",75,"Canadian Ojibwe artist, founder of the Woodlands Style, Parkinson's disease. [26]"
2007-12-4,"David ""Chip"" Reese,",56,"American professional poker player, heart attack. [27]"
2007-12-4,"Herman Rose,",98,"American cityscape painter, cancer. [28]"
2007-12-4,"Carlos Valdes,",81,"Cuban conga player, respiratory failure. [29]"
2007-12-5,"Robin Gloag,",64,"British co-founder of Stagecoach Group, car accident. [31]"
2007-12-5,"Arnold Hardy,",85,"American Pulitzer Prize-winning photographer, complications from hip surgery. [32]"
2007-12-5,"Andrew Imbrie,",86,American composer. [33]
2007-12-5,"Dan Iosif,",57,"Romanian revolutionary, lung cancer. [34]"
2007-12-5,"Jillian Kesner-Graver,",58,"American actress (Happy Days), Orson Welles historian, staph infection. [35]"
2007-12-5,"Alois Kracher,",48,"Austrian winemaker, pancreatic cancer. [36]"
2007-12-5,"George Paraskevaides,",91,Cypriot businessman (Joannou & Paraskevaides) and philanthropist. [37]
2007-12-5,"Karlheinz Stockhausen,",79,German composer. [38]
2007-12-5,"Tony Tenser,",87,British film producer. [39]
2007-12-5,"Rene Villanueva,",53,"Filipino playwright and author, stroke. [40]"
2007-12-5,"John Winter,",83,"Australian athlete, 1948 Olympics high jump gold medalist. [41]"
2007-12-6,"Wolfgang Assbrock,",55,"German politician, member of the CDU and Landtag of North Rhine-Westphalia. [42] (German)"
2007-12-6,"Mike Donkin,",56,"British reporter and journalist (BBC News), cancer. [43]"
2007-12-6,"Katy French,",24,"Irish model, suspected overdose. [44]"
2007-12-6,"Jacques Hébert,",84,"Canadian politician, Senator (1983–1998). [45]"
2007-12-6,"John Hill,",95,"British politician, Conservative MP for South Norfolk (1955–1974). [46]"
2007-12-6,"John Pilkington Hudson,",97,British hortculturist and bomb disposal expert. [47]
2007-12-6,"Murray Klein,",84,"American businessman, co-owner of New York City's Zabar's food emporium, lung cancer. [48]"
2007-12-6,"Shelley Rohde,",74,British journalist and author. [49]
2007-12-6,"Ken Southworth,",89,"American cartoon animator (Hanna-Barbera, Walt Disney Animation Studios), stroke. [50]"
2007-12-7,"Noel Forster,",75,British artist. [52]
2007-12-7,"Fuad Hassan,",78,"Indonesian Minister of Education (1985–1993), cancer. [53]"
2007-12-7,"John Hollowbread,",73,"British football goalkeeper (Tottenham Hotspur, Southampton). [54]"
2007-12-8,"Donald Burton,",73,"British actor, husband of actress Carroll Baker, emphysema. [55]"
2007-12-8,"Ioan Fiscuteanu,",70,"Romanian actor, colon cancer. [56]"
2007-12-8,"Dmitry Grigorieff,",89,"American Episcopalian prelate, dean emeritus of Saint Nicholas Cathedral in Washington, D.C., cardiac arrest. [57]"
2007-12-8,"Roger King,",63,"American TV executive (King World, CBS), developed Wheel of Fortune, Jeopardy! and The Oprah Winfrey Show, stroke. [58]"
2007-12-8,"Gerardo García Pimentel,",24,"Mexican crime reporter, homicide by gunshot. [59]"
2007-12-8,"Al Scaduto,",79,American cartoonist (They'll Do It Every Time). [60]
2007-12-9,"John Stuart Archer,",64,British chemical engineer and academic administrator. [61]
2007-12-9,"Edward Dutkiewicz,",46,British artist. [62]
2007-12-9,"Wayne Howard,",58,"American comic book artist (Charlton Comics), heart attack. [63]"
2007-12-9,"Apichet Kittikorncharoen,",25,"Thai singer, brain injury."
2007-12-9,"Jim Langley,",78,"British footballer for England, Fulham, and QPR, heart attack. [64]"
2007-12-9,"Matthew J. Murray,",24,"American spree killer, suicide by gunshot. [65]"
2007-12-9,"Elspeth Rostow,",90,"American academic, University of Texas dean, widow of Walt Whitman Rostow, heart attack. [66]"
2007-12-9,"Kurt Schmied,",81,"Austrian footballer, former member of the national team. [67] (German)"
2007-12-9,"Thore Skogman,",76,"Swedish musician, stroke. [68] (Swedish)"
2007-12-9,"Rafael Sperafico,",26,"Brazilian racing driver, race crash. [69]"
2007-12-9,"Gordon Zahn,",84,"American Catholic peace activist, co-founder of Pax Christi USA, complications of Alzheimer's disease. [71]"
2007-12-10,"Jack Crichton,",91,American industrialist. [72]
2007-12-10,"George Morris,",76,"American football player (Georgia Tech, San Francisco 49ers), apparent heart attack. [73]"
2007-12-10,"Aqsa Parvez,",16,"Canadian allegedly killed for refusing to wear hijab, strangled. [74]"
2007-12-10,"Jerry Ricks,",67,American blues guitarist. [75]
2007-12-10,"James Roxburgh,",86,"British prelate, Bishop of Barking. [76]"
2007-12-10,"Gordon Samuels,",84,Australian Governor of New South Wales (1996–2001). [77]
2007-12-10,"Henrietta Yurchenko,",91,American folklorist. [78]
2007-12-11,"Ashleigh Aston Moore,",26,"American-born Canadian actress, accidental heroin overdose. [79]"
2007-12-11,"Allan Berube,",61,"American gay historian and writer, complications from stomach ulcers. [80]"
2007-12-11,"Freddie Fields,",84,"American Hollywood agent, producer and studio executive, lung cancer. [82]"
2007-12-11,"Pat Hannigan,",71,Canadian NHL ice hockey player. [83]
2007-12-11,"Christie Hennessy,",62,"Irish singer and songwriter, cancer. [84]"
2007-12-11,"Nicholas Kao Se Tseien,",110,"Chinese supercentenarian, world's oldest Catholic priest. [85]"
2007-12-11,"Carl Ludwig, Archduke of Austria,",89,Austrian son of Emperor Charles I of Austria. [86] [87] (German).
2007-12-11,"Ottomar Pinto,",76,"Brazilian politician, Governor of Roraima (2004–2007), heart attack. [88]"
2007-12-11,"Terry Yates,",57,"American biologist, discovered source of hantavirus, brain cancer. [90]"
2007-12-12,"Ted Corbitt,",88,"American ultramarathon runner, respiratory complications. [92]"
2007-12-12,"Shawn Eckardt,",40,"American bodyguard and businessman, conspired to assault Nancy Kerrigan, natural causes. [93]"
2007-12-12,"Josep Guinovart,",80,Spanish artist. [94] (Spanish)
2007-12-12,"Alfons Maria Stickler,",97,Austrian prelate of the Roman Catholic Church. [97] (German)
2007-12-12,"Jim Nevill,",80,"British government official, former head of Scotland Yard bomb squad. [98]"
2007-12-12,"Ike Turner,",76,"American R&B musician and record producer, ex-husband of singer Tina Turner, cocaine overdose. [99] [100]"
2007-12-12,"Schuster Vance,",47,"American actor, cancer. [101]"
2007-12-12,"Lee Vincent,",91,"American bassist and radio personality (WILK), heart failure. [102]"
2007-12-12,"Yuli Mikhailovich Vorontsov,",78,"Russian diplomat, former ambassador to the United Nations and United States. [103]"
2007-12-13,"Philippe Clay,",80,French singer and actor. [104]
2007-12-13,"Fuat Deniz,",40,"Swedish-Assyrian sociologist, homicide by stabbing. [105]"
2007-12-13,"Wiggo Hanssen,",84,Norwegian Olympic speed skater. [106]
2007-12-13,"Laura Huxley,",96,"American musician and author, widow of Aldous Huxley, cancer. [107]"
2007-12-13,"Alain Payet,",60,French adult film director. [108] (French)
2007-12-13,"Robert Russin,",93,American sculptor. [109]
2007-12-13,"Floyd Red Crow Westerman,",71,"American musician, actor (Dances With Wolves) and Native American activist, leukemia. [110]"
2007-12-14,"Issam al-Zaim,",67,"Syrian economist, heart attack. [111]"
2007-12-14,"Hank Kaplan,",87,"American boxing historian, cancer. [112]"
2007-12-14,"Maria Lauterbach,",20,American marine and murder victim. [113]
2007-12-14,"Clarence Marshall,",82,American Major League Baseball pitcher (New York Yankees). [114]
2007-12-14,"Frank Morgan,",73,American saxophonist. [115]
2007-12-14,"Emory Sekaquaptewa,",78,American indigenous Hopi anthropologist. [117]
2007-12-15,"John Berg,",58,"American actor, suicide by carbon monoxide poisoning. [118]"
2007-12-15,"Jean Bottéro,",93,French historian. [119] (French)
2007-12-15,"Julia Carson, 69, American member of the House of Representatives from Indiana since",1997,lung cancer. [121]
2007-12-15,"Gerard Fairtlough,",77,British biochemist and entrepreneur. [122]
2007-12-15,"Andrzeja Górska,",91,"Polish nun, abbess of the Grey Ursulines. [123] (Polish)"
2007-12-15,"Ryan Gracie,",33,Brazilianmartial artist. [124]
2007-12-15,"Clem Jones,",89,"Australian Lord Mayor of Brisbane (1961–1975), pneumonia. [125]"
2007-12-15,"Diane Middlebrook,",68,"American biographer and poet, cancer. [127]"
2007-12-15,"Tejeshwar Singh,",60,"Indian publisher, newsreader and theatre activist, cardiac arrest. [128]"
2007-12-15,"Ace Vergel,",55,"Filipino actor, cardiac arrest. [129]"
2007-12-15,"Jonathan Witchell,",33,British BBC reporter for Radio Kent. [130]
